epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
259,2949.05,1.23641,1.31467,0.7531,0.85141,0.76529,0.67606,0.72368,0.34732,0.54862,0.40845,0.4361,0.14705,1.62723,1.82202,1.09102,0.96296,0.0002972,0.0002972,0.0002972
260,2960.36,1.21783,1.23723,0.75226,0.84573,0.78791,0.65728,0.73136,0.35146,0.55944,0.43662,0.45493,0.15725,1.63111,1.86078,1.10212,0.96626,0.0002906,0.0002906,0.0002906
261,2971.62,1.25567,1.36363,0.78179,0.8303,0.74718,0.6338,0.71261,0.34,0.53653,0.42723,0.4422,0.14536,1.63828,1.92166,1.09503,0.96753,0.000284,0.000284,0.000284
262,2982.8,1.21301,1.30615,0.75942,0.83875,0.72755,0.70892,0.72031,0.33739,0.53731,0.4554,0.44732,0.15099,1.61789,1.89809,1.13283,0.96355,0.0002774,0.0002774,0.0002774
263,2993.98,1.22216,1.30598,0.7305,0.8358,0.7305,0.68545,0.72586,0.34037,0.49798,0.46571,0.45023,0.15499,1.63401,1.97064,1.13451,0.96941,0.0002708,0.0002708,0.0002708
264,3005.1,1.24259,1.40679,0.75478,0.84205,0.73118,0.68956,0.72485,0.34399,0.50205,0.48357,0.47006,0.16762,1.60685,1.98973,1.10253,0.96038,0.0002642,0.0002642,0.0002642
265,3016.29,1.25656,1.40776,0.7611,0.84435,0.75652,0.67136,0.72509,0.33748,0.50787,0.4507,0.45229,0.15416,1.65141,1.91963,1.09395,0.96928,0.0002576,0.0002576,0.0002576
266,3027.57,1.19273,1.31844,0.73734,0.83133,0.78082,0.64319,0.71725,0.33715,0.54529,0.4504,0.45929,0.1567,1.6184,1.90446,1.12824,0.96196,0.000251,0.000251,0.000251
267,3038.81,1.24691,1.37623,0.76512,0.845,0.79593,0.6338,0.71708,0.33463,0.54685,0.44131,0.46535,0.15771,1.64104,1.95331,1.14568,0.96706,0.0002444,0.0002444,0.0002444
268,3050.02,1.19892,1.35783,0.75465,0.84301,0.78694,0.6338,0.70476,0.33798,0.5414,0.44131,0.45269,0.16143,1.58571,1.90937,1.11485,0.95892,0.0002378,0.0002378,0.0002378
269,3061.22,1.19806,1.33233,0.74037,0.83787,0.7468,0.64319,0.69788,0.33775,0.55688,0.46948,0.45335,0.16276,1.58682,1.89499,1.12004,0.96234,0.0002312,0.0002312,0.0002312
270,3072.44,1.2523,1.37984,0.7766,0.83757,0.75625,0.65548,0.71074,0.34013,0.51737,0.42723,0.42453,0.14737,1.61954,1.92255,1.10992,0.96689,0.0002246,0.0002246,0.0002246
271,3083.53,1.21692,1.31464,0.77602,0.84247,0.78813,0.64618,0.71054,0.3368,0.53819,0.4507,0.44953,0.15522,1.62223,2.01829,1.08444,0.96968,0.000218,0.000218,0.000218
272,3094.72,1.20509,1.404,0.74491,0.84401,0.78468,0.66667,0.73587,0.3631,0.54233,0.4554,0.44327,0.15341,1.56989,1.92958,1.06327,0.96184,0.0002114,0.0002114,0.0002114
273,3105.94,1.23896,1.43352,0.75486,0.8411,0.7774,0.64319,0.73215,0.35243,0.52666,0.40845,0.43324,0.14733,1.61735,1.98408,1.09272,0.97268,0.0002048,0.0002048,0.0002048
274,3117.14,1.20123,1.44189,0.75633,0.82678,0.77785,0.65757,0.72951,0.35049,0.52351,0.42723,0.42724,0.14899,1.61579,1.98188,1.09608,0.96406,0.0001982,0.0001982,0.0001982
275,3128.51,1.20686,1.40842,0.74503,0.83223,0.74205,0.69014,0.72582,0.35107,0.52779,0.49296,0.47648,0.15649,1.60443,1.93696,1.12845,0.96283,0.0001916,0.0001916,0.0001916
276,3139.89,1.17625,1.26052,0.73084,0.84645,0.7716,0.64319,0.71932,0.34255,0.56481,0.46948,0.47001,0.15549,1.63528,1.98938,1.12455,0.96559,0.000185,0.000185,0.000185
277,3151.36,1.19563,1.36559,0.73838,0.84915,0.79416,0.66197,0.72798,0.34389,0.58199,0.47887,0.47884,0.15312,1.61769,2.0029,1.12147,0.96386,0.0001784,0.0001784,0.0001784
278,3162.63,1.20107,1.37254,0.75173,0.85626,0.80423,0.66197,0.73425,0.34117,0.57757,0.43192,0.44766,0.14313,1.62323,2.01742,1.12646,0.96875,0.0001718,0.0001718,0.0001718
279,3173.86,1.20783,1.40335,0.75225,0.8356,0.77945,0.6637,0.72501,0.33905,0.53806,0.45935,0.46447,0.15436,1.61799,1.97082,1.12128,0.96859,0.0001652,0.0001652,0.0001652
280,3185.11,1.17001,1.25566,0.72936,0.84884,0.80345,0.6338,0.73646,0.34472,0.56411,0.44131,0.45963,0.14979,1.62548,1.9518,1.10198,0.97244,0.0001586,0.0001586,0.0001586
281,3196.47,1.1953,1.4071,0.72028,0.83588,0.79024,0.65728,0.73294,0.35391,0.56388,0.46479,0.47939,0.15794,1.60663,1.91468,1.07691,0.96361,0.000152,0.000152,0.000152
282,3207.83,1.22013,1.19051,0.73373,0.83706,0.78717,0.67136,0.73112,0.34532,0.55423,0.46009,0.46826,0.15394,1.63945,1.96283,1.08613,0.97104,0.0001454,0.0001454,0.0001454
283,3219.07,1.15511,1.26864,0.70406,0.82533,0.74619,0.67632,0.7216,0.34108,0.53469,0.4554,0.46304,0.14999,1.61905,1.97254,1.10023,0.96538,0.0001388,0.0001388,0.0001388
284,3230.28,1.15973,1.33869,0.72612,0.83319,0.77056,0.64319,0.72064,0.34345,0.58892,0.41315,0.44944,0.14747,1.61483,1.96368,1.11427,0.96868,0.0001322,0.0001322,0.0001322
285,3241.45,1.16688,1.1947,0.70905,0.84423,0.76747,0.6385,0.72056,0.34639,0.55571,0.46009,0.47257,0.15104,1.62783,2.00148,1.11987,0.97701,0.0001256,0.0001256,0.0001256
286,3252.64,1.22318,1.3637,0.77662,0.84055,0.77768,0.6569,0.72827,0.34638,0.57094,0.48357,0.49508,0.1585,1.62404,1.97505,1.10075,0.97334,0.000119,0.000119,0.000119
287,3263.83,1.17314,1.24279,0.69705,0.84195,0.79386,0.6509,0.72511,0.3472,0.56193,0.49296,0.49727,0.15948,1.62278,1.99175,1.10043,0.96988,0.0001124,0.0001124,0.0001124
288,3275.05,1.1824,1.3301,0.72504,0.83572,0.74977,0.67606,0.73264,0.35291,0.5203,0.49395,0.46976,0.15659,1.61561,1.9705,1.09372,0.96795,0.0001058,0.0001058,0.0001058
289,3286.29,1.16249,1.22479,0.6934,0.83792,0.79231,0.64479,0.73312,0.35502,0.59637,0.47887,0.49251,0.16569,1.61403,1.97212,1.09938,0.96844,9.92e-05,9.92e-05,9.92e-05
290,3297.54,1.18486,1.31178,0.75485,0.83879,0.78965,0.65211,0.73656,0.34671,0.57347,0.47973,0.48584,0.15992,1.61861,2.03575,1.11819,0.96737,9.26e-05,9.26e-05,9.26e-05
291,3329.63,1.13168,1.20129,0.70145,0.84216,0.79915,0.62911,0.71661,0.35191,0.59825,0.4824,0.49198,0.16273,1.61209,2.00462,1.09666,0.96454,8.6e-05,8.6e-05,8.6e-05
292,3340.89,1.12352,1.25982,0.6962,0.83157,0.75576,0.64789,0.71627,0.34611,0.55096,0.47887,0.47864,0.15406,1.62252,2.02403,1.10003,0.9694,7.94e-05,7.94e-05,7.94e-05
293,3352.02,1.13348,1.17232,0.68001,0.83713,0.74696,0.67136,0.72778,0.34574,0.60658,0.42723,0.46117,0.15371,1.62452,1.98855,1.09457,0.9707,7.28e-05,7.28e-05,7.28e-05
294,3363.3,1.21061,1.2644,0.72714,0.84428,0.75183,0.66848,0.72539,0.3477,0.57134,0.50704,0.49012,0.15895,1.59694,1.97698,1.06817,0.96369,6.62e-05,6.62e-05,6.62e-05
295,3374.72,1.10797,1.24752,0.66171,0.83536,0.76047,0.64789,0.71208,0.34231,0.56628,0.48357,0.47814,0.15917,1.61523,1.98458,1.083,0.96443,5.96e-05,5.96e-05,5.96e-05
296,3386.19,1.13937,1.24061,0.66673,0.84408,0.75871,0.66667,0.72589,0.34624,0.5687,0.48826,0.47423,0.15369,1.61277,1.9499,1.0913,0.9659,5.3e-05,5.3e-05,5.3e-05
297,3397.47,1.08995,1.26567,0.66999,0.84183,0.76124,0.68075,0.73054,0.34842,0.57437,0.50235,0.47906,0.15431,1.60127,1.92074,1.08477,0.96187,4.64e-05,4.64e-05,4.64e-05
298,3408.56,1.11816,1.16487,0.66913,0.82147,0.75825,0.67606,0.73589,0.34383,0.57139,0.49445,0.47547,0.15228,1.60743,1.92702,1.09851,0.96463,3.98e-05,3.98e-05,3.98e-05
299,3419.76,1.10204,1.22669,0.68917,0.8298,0.74664,0.67136,0.73221,0.34625,0.57018,0.492,0.47248,0.15258,1.60385,1.9337,1.09627,0.96748,3.32e-05,3.32e-05,3.32e-05
300,3431.02,1.14531,1.20037,0.67058,0.84846,0.76078,0.66667,0.73062,0.34809,0.56386,0.48826,0.46956,0.15668,1.60193,1.94262,1.08122,0.96791,2.66e-05,2.66e-05,2.66e-05
